time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-09-07T04:21:16.947Z,0.3258,-80.3309,27.426,4.2,mb,21,184,1.809,0.86,us,us7000i5x1,2022-09-16T02:59:32.040Z,"41 km NW of Pedernales, Ecuador",earthquake,6.78,11.044,0.236,5,reviewed,us,us
2022-09-07T03:43:56.387Z,-7.8907,106.9672,35,4,mb,14,80,0.799,0.72,us,us7000i819,2022-09-16T02:54:32.040Z,"92 km SSW of Banjar, Indonesia",earthquake,4.31,1.97,0.183,8,reviewed,us,us
2022-09-07T03:39:58.107Z,-59.6586,-25.9265,35,4.9,mb,82,47,7.889,0.79,us,us7000i5wu,2022-10-12T22:16:34.040Z,"South Sandwich Islands region",earthquake,8.9,1.852,0.067,71,reviewed,us,us
2022-09-07T02:41:28.806Z,-32.6051,-178.9738,44.355,4.3,mb,11,156,3.453,0.32,us,us7000i818,2022-10-06T03:34:25.040Z,"",earthquake,15.5,8.572,0.201,7,reviewed,us,us
2022-09-07T01:02:40.387Z,36.5732,71.1671,209.002,4.1,mb,28,84,0.727,0.76,us,us7000i5vz,2022-10-06T03:37:31.040Z,"34 km WSW of Ashk?sham, Afghanistan",earthquake,5.99,6.187,0.145,13,reviewed,us,us
2022-09-07T00:53:51.351Z,-56.7384,-25.7761,57.355,4.6,mb,22,192,6.563,0.55,us,us7000i5y2,2022-09-20T02:15:59.040Z,"South Sandwich Islands region",earthquake,7.92,8.754,0.111,24,reviewed,us,us
2022-09-07T00:39:27.155Z,-6.6805,152.2649,10,4.4,mb,19,155,2.475,0.72,us,us7000i816,2022-10-04T02:49:15.040Z,"258 km S of Kokopo, Papua New Guinea",earthquake,13.72,1.933,0.156,12,reviewed,us,us
2022-09-07T00:13:23.167Z,-6.7843,152.6514,10,4.5,mb,19,120,2.621,0.53,us,us7000i814,2022-10-04T02:41:21.040Z,"273 km S of Kokopo, Papua New Guinea",earthquake,12.33,1.902,0.145,14,reviewed,us,us
2022-09-06T22:39:32.788Z,32.2125,142.2844,10,4.5,mb,49,100,2.27,0.64,us,us7000i5up,2022-10-04T02:34:02.040Z,"",earthquake,8.42,1.833,0.097,31,reviewed,us,us
2022-09-06T21:57:28.492Z,-18.7318,-177.7731,599.415,4.1,mb,14,129,3.411,0.49,us,us7000i7xy,2022-10-04T02:19:57.040Z,"Fiji region",earthquake,13.64,12.207,0.135,15,reviewed,us,us
2022-09-06T21:23:01.864Z,-18.6902,-69.265,116.518,4.3,mb,62,61,0.422,0.57,us,us7000i5u4,2022-10-04T02:08:57.040Z,"111 km ESE of Arica, Chile",earthquake,5.97,3.052,0.078,47,reviewed,us,us
2022-09-06T21:15:28.452Z,1.8093,99.0127,128.468,4.1,mb,24,53,0.883,0.31,us,us7000i7xw,2022-10-04T02:02:34.040Z,"26 km ENE of Sibolga, Indonesia",earthquake,5.37,2.957,0.144,13,reviewed,us,us
2022-09-06T19:11:39.416Z,0.3467,121.9111,185.226,4.5,mb,86,36,1.361,0.68,us,us7000i5st,2022-10-04T19:12:42.040Z,"129 km W of Gorontalo, Indonesia",earthquake,7.01,6.256,0.07,66,reviewed,us,us
2022-09-06T19:08:51.154Z,24.1042,143.1673,10,4.3,mb,20,139,10.582,0.38,us,us7000i7xs,2022-10-04T18:21:46.040Z,"Volcano Islands, Japan region",earthquake,13.56,1.945,0.188,8,reviewed,us,us
2022-09-06T19:00:01.782Z,32.3863,142.3643,14.459,4.6,mb,93,87,2.269,0.69,us,us7000i5sr,2022-10-04T18:06:37.040Z,"Izu Islands, Japan region",earthquake,8.75,3.485,0.071,69,reviewed,us,us
2022-09-06T18:42:16.669Z,29.427,102.3186,10,4.7,mb,107,45,6.613,0.78,us,us7000i5sf,2022-10-14T17:31:53.040Z,"72 km SSE of Kangding, China",earthquake,8.88,1.797,0.055,110,reviewed,us,us
2022-09-06T17:34:55.707Z,-18.7177,-176.4618,10,4.3,mb,13,169,2.279,1.23,us,us7000i7xr,2022-10-14T18:04:27.040Z,"252 km WNW of Pangai, Tonga",earthquake,9.01,1.954,0.238,8,reviewed,us,us
2022-09-06T17:21:09.751Z,33.6179,81.9599,10,4.3,mb,49,119,6.464,0.61,us,us7000i5ru,2022-10-04T17:27:58.040Z,"",earthquake,9.1,1.88,0.097,33,reviewed,us,us
2022-09-06T17:02:45.424Z,-1.7724,-77.925,168.282,4.1,mb,24,145,0.295,1.1,us,us7000i5rk,2022-10-04T17:25:09.040Z,"Ecuador",earthquake,8.66,3.838,0.15,13,reviewed,us,us
2022-09-06T16:55:19.880Z,-7.5268,147.9465,34.988,4.6,mb,40,124,2.022,0.36,us,us7000i7xt,2022-09-14T21:02:57.040Z,"107 km S of Finschhafen, Papua New Guinea",earthquake,11.47,5.72,0.083,46,reviewed,us,us
2022-09-06T15:41:27.553Z,5.94,126.4978,9.69,4.4,mb,32,108,1.447,0.51,us,us7000i7xm,2022-10-12T15:47:45.040Z,"58 km SE of Pondaguitan, Philippines",earthquake,7.94,3.703,0.123,22,reviewed,us,us
2022-09-06T14:29:56.666Z,32.3122,142.4196,10,4.9,mb,102,93,2.338,0.43,us,us7000i5pe,2022-09-14T19:50:37.040Z,"",earthquake,7.23,1.557,0.041,185,reviewed,us,us
2022-09-06T14:27:12.694Z,10.1401,125.6495,99.057,4.5,mb,28,109,13.939,0.36,us,us7000i7xl,2022-10-12T15:42:49.040Z,"21 km NNE of Dinagat, Philippines",earthquake,10.15,7.053,0.124,21,reviewed,us,us
2022-09-06T14:24:10.866Z,-0.0478,124.4061,84.644,4.3,mb,32,47,1.909,0.68,us,us7000i5pd,2022-09-14T19:19:03.040Z,"157 km SSW of Tomohon, Indonesia",earthquake,5.97,8.2,0.125,20,reviewed,us,us
2022-09-06T14:12:37.159Z,-56.2977,-25.0181,10,4.5,mb,17,117,18.033,0.74,us,us7000i7xz,2022-09-14T19:14:51.040Z,"South Sandwich Islands region",earthquake,13.56,1.759,0.135,16,reviewed,us,us
2022-09-06T14:09:30.436Z,-6.2008,147.9374,48.957,4.5,mb,15,121,3.275,0.61,us,us7000i7xh,2022-09-14T18:59:14.040Z,"40 km NNE of Finschhafen, Papua New Guinea",earthquake,9.38,10.626,0.181,9,reviewed,us,us
2022-09-06T13:30:01.731Z,-6.7019,72.7808,10,4.6,mb,46,73,0.777,0.61,us,us7000i5ny,2022-09-14T18:17:49.040Z,"Chagos Archipelago region",earthquake,6.6,1.766,0.109,28,reviewed,us,us
2022-09-06T13:14:36.576Z,-23.0897,-68.951,89.829,5,mww,66,82,0.688,0.83,us,us7000i5ni,2022-10-12T20:40:09.040Z,"70 km S of Calama, Chile",earthquake,4.16,3.817,0.086,13,reviewed,us,us
2022-09-06T12:54:57.155Z,-6.6112,72.6272,10,4.5,mb,50,83,0.814,0.66,us,us7000i7xg,2022-10-06T12:33:50.040Z,"",earthquake,6.72,1.834,0.099,32,reviewed,us,us
2022-09-06T12:41:50.735Z,-56.8001,-25.3728,21.593,4.7,mb,23,108,6.793,0.54,us,us7000i7y0,2022-10-06T13:51:07.040Z,"South Sandwich Islands region",earthquake,12.81,4.007,0.117,22,reviewed,us,us
2022-09-06T12:38:36.541Z,-56.3881,-25.4351,10,4.9,mb,27,92,6.649,0.43,us,us7000i7xn,2022-10-19T09:50:47.040Z,"South Sandwich Islands region",earthquake,12.72,1.933,0.11,26,reviewed,us,us
2022-09-06T12:28:07.508Z,0.5423,-28.6687,10,4.5,mb,18,126,9.601,0.37,us,us7000i7xf,2022-10-19T09:25:45.040Z,"central Mid-Atlantic Ridge",earthquake,9.38,1.91,0.151,14,reviewed,us,us
2022-09-06T12:14:07.949Z,-56.5257,-25.7614,15,5.7,mww,111,68,6.509,0.45,us,us7000i5my,2022-10-06T12:56:47.031Z,"South Sandwich Islands region",earthquake,8.7,1.805,0.098,10,reviewed,us,us
2022-09-06T12:13:31.744Z,-56.5639,-25.922,20.39,4.9,mb,70,90,6.434,0.51,us,us7000i7xd,2022-10-06T13:28:24.040Z,"South Sandwich Islands region",earthquake,7.36,5.025,0.068,68,reviewed,us,us
2022-09-06T12:10:40.981Z,-56.4939,-25.4013,19.027,4.7,mb,35,134,6.694,0.54,us,us7000i7y1,2022-10-06T13:59:06.040Z,"South Sandwich Islands region",earthquake,14.65,7.131,0.094,34,reviewed,us,us
2022-09-06T10:14:01.115Z,6.6308,-74.3658,83.582,4.2,mb,50,70,1.236,0.62,us,us7000i5ma,2022-10-05T13:08:43.040Z,"15 km NNE of Puerto Berrío, Colombia",earthquake,5.16,6.074,0.098,29,reviewed,us,us
2022-09-06T09:20:03.651Z,-56.7494,-26.326,59.622,4.7,mb,34,204,6.278,0.36,us,us7000i7y5,2022-10-06T14:00:45.040Z,"",earthquake,15.59,4.426,0.096,33,reviewed,us,us
2022-09-06T09:12:10.993Z,-56.6014,-25.7242,10,4.7,mb,34,190,6.55,0.46,us,us7000i7xk,2022-10-19T09:39:43.040Z,"South Sandwich Islands region",earthquake,9.52,1.86,0.097,32,reviewed,us,us
2022-09-06T09:04:52.077Z,-56.4982,-25.7898,14.209,5.3,mww,67,68,6.487,0.56,us,us7000i5ln,2022-10-06T13:03:06.040Z,"South Sandwich Islands region",earthquake,10.76,4.676,0.098,10,reviewed,us,us
2022-09-06T08:57:06.824Z,-33.4818,-72.3222,24.303,4.3,mb,30,103,0.616,0.69,us,us7000i5li,2022-09-13T07:29:44.040Z,"66 km W of Cartagena, Chile",earthquake,2.62,7.506,0.2,7,reviewed,us,us
2022-09-06T08:45:02.771Z,-56.5296,-25.2462,10,4.9,mb,36,64,6.786,0.8,us,us7000i7x9,2022-10-06T06:45:36.040Z,"South Sandwich Islands region",earthquake,7.67,1.772,0.114,27,reviewed,us,us
2022-09-06T08:32:40.507Z,-56.5739,-25.7663,11,5.9,mww,96,25,6.52,0.89,us,us7000i5kw,2022-10-19T13:57:29.687Z,"South Sandwich Islands region",earthquake,10.27,1.679,0.062,25,reviewed,us,us
2022-09-06T08:14:09.887Z,15.2171,-94.6138,37.307,4,mb,44,128,1.542,1.22,us,us7000i5kq,2022-10-06T06:26:32.040Z,"near the coast of Oaxaca, Mexico",earthquake,6.2,9.152,0.1,27,reviewed,us,us
2022-09-06T07:35:33.934Z,12.9245,-87.3646,10,5.2,mww,87,74,0.405,0.83,us,us7000i5kj,2022-10-19T13:47:38.040Z,"21 km NNE of Jiquilillo, Nicaragua",earthquake,3.98,1.814,0.043,52,reviewed,us,us
2022-09-06T07:31:43.271Z,33.5367,140.5672,72.035,4.7,mb,28,92,0.758,0.9,us,us7000i7xc,2022-10-06T06:08:50.040Z,"Izu Islands, Japan region",earthquake,7.16,6.832,0.195,8,reviewed,us,us
2022-09-06T07:04:42.759Z,36.6227,70.6462,69.06,4.8,mb,63,70,0.505,0.95,us,us7000i5kb,2022-10-19T13:45:57.040Z,"31 km SSW of Jurm, Afghanistan",earthquake,7.84,4.923,0.044,158,reviewed,us,us
2022-09-06T05:24:30.027Z,6.7124,127.3789,10,4.3,mb,23,100,1.822,0.44,us,us7000i7x7,2022-09-19T08:36:50.040Z,"108 km ESE of Manay, Philippines",earthquake,10.21,1.799,0.137,15,reviewed,us,us
2022-09-06T04:46:03.597Z,-22.7542,-68.8956,107.382,4.2,mb,26,70,0.626,0.52,us,us7000i5jf,2022-09-16T01:43:56.040Z,"",earthquake,3.1,6.132,0.187,8,reviewed,us,us
2022-09-06T04:39:39.344Z,1.6597,125.8376,84.409,4.1,mb,13,128,1.765,0.16,us,us7000i7x5,2022-10-12T21:53:23.040Z,"97 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,9.34,13.794,0.185,8,reviewed,us,us
2022-09-06T04:36:38.813Z,42.3639,80.3764,16.176,4.2,mb,37,74,1.165,0.68,us,us7000i5ja,2022-09-16T01:41:47.040Z,"119 km SE of Kegen, Kazakhstan",earthquake,6.95,4.916,0.152,12,reviewed,us,us
2022-09-06T04:25:00.452Z,-25.2827,179.8179,503.733,4.6,mb,29,123,6.141,0.68,us,us7000i7x4,2022-09-16T01:38:30.040Z,"south of the Fiji Islands",earthquake,14.08,7.699,0.136,16,reviewed,us,us
2022-09-06T04:12:30.115Z,38.3507,23.4163,10,4.4,mb,36,67,1.078,0.76,us,us7000i5j8,2022-09-16T01:30:57.040Z,"",earthquake,4.4,1.902,0.154,12,reviewed,us,us
2022-09-06T03:34:37.025Z,-6.71,155.6022,192.757,4.4,mb,21,106,14.31,0.8,us,us7000i7x3,2022-10-12T21:19:55.040Z,"45 km SSE of Panguna, Papua New Guinea",earthquake,13.33,7.546,0.149,13,reviewed,us,us
2022-09-06T03:17:03.638Z,-5.6628,154.4762,127.992,4.1,mb,25,118,2.729,0.7,us,us7000i7x2,2022-09-16T00:04:58.040Z,"133 km WNW of Panguna, Papua New Guinea",earthquake,12.67,7.961,0.13,16,reviewed,us,us
2022-09-06T02:47:10.815Z,-4.2728,152.7005,63.869,4.5,mb,47,108,0.541,0.66,us,us7000i5iz,2022-10-12T21:09:18.040Z,"48 km E of Kokopo, Papua New Guinea",earthquake,9.62,5.096,0.067,66,reviewed,us,us
2022-09-06T02:31:22.364Z,-2.7855,118.6058,10,4.4,mb,21,61,2.492,0.9,us,us7000i7x1,2022-09-15T23:19:25.040Z,"33 km WSW of Mamuju, Indonesia",earthquake,6.09,1.885,0.155,12,reviewed,us,us
2022-09-06T01:55:07.042Z,33.3707,141.0682,30.71,4.4,mb,18,151,1.082,0.48,us,us7000i7x0,2022-10-12T20:57:43.040Z,"208 km SSE of Katsuura, Japan",earthquake,7.26,6.872,0.19,8,reviewed,us,us
2022-09-06T01:42:58.048Z,32.2806,142.3798,10,4.7,mb,66,49,2.318,0.69,us,us7000i5is,2022-09-15T22:06:17.040Z,"Izu Islands, Japan region",earthquake,6.46,1.787,0.047,139,reviewed,us,us
2022-09-06T01:18:18.865Z,42.951,142.3442,122.789,4.1,mb,68,88,1.112,0.64,us,us7000i5il,2022-09-15T21:56:10.040Z,"44 km S of Shimo-furano, Japan",earthquake,7.85,7.71,0.085,38,reviewed,us,us
2022-09-06T00:52:31.080Z,11.8041,-88.0351,10,4.3,mb,51,179,1.33,0.41,us,us7000i5ih,2022-09-19T22:53:42.040Z,"120 km SW of Corinto, Nicaragua",earthquake,5.64,1.976,0.069,59,reviewed,us,us
2022-09-06T00:23:12.610Z,19.2526666666667,-155.369,32.94,4.01,ml,48,160,,0.12,hv,hv73132252,2022-10-14T01:33:58.999Z,"12 km ENE of P?hala, Hawaii",earthquake,0.56,0.5,0.175655593701491,40,reviewed,hv,hv
2022-09-05T22:27:54.360Z,32.3844,142.4884,10,4.4,mb,25,101,2.369,0.34,us,us7000i7nc,2022-10-04T00:12:51.040Z,"Izu Islands, Japan region",earthquake,10.66,1.871,0.154,12,reviewed,us,us
2022-09-05T22:11:25.365Z,-4.9343,35.1796,10,4.7,mb,52,56,3.835,0.7,us,us7000i5hd,2022-10-04T00:10:55.040Z,"33 km E of Mungaa, Tanzania",earthquake,5.43,1.874,0.081,46,reviewed,us,us
2022-09-05T21:03:24.051Z,-20.6795,-178.296,545.778,4.3,mb,27,79,2.932,0.77,us,us7000i7n8,2022-10-04T00:07:09.040Z,"Fiji region",earthquake,11.23,8.753,0.129,17,reviewed,us,us
2022-09-05T20:41:37.257Z,-20.4151,-11.6932,10,4.7,mb,41,97,27.742,0.4,us,us7000i5h0,2022-09-15T20:23:45.040Z,"southern Mid-Atlantic Ridge",earthquake,14.45,1.82,0.099,31,reviewed,us,us
2022-09-05T20:30:08.939Z,-20.336,-11.9774,10,4.2,mb,21,120,34.547,0.81,us,us7000i7n7,2022-10-06T13:31:53.040Z,"southern Mid-Atlantic Ridge",earthquake,11.36,1.869,0.153,12,reviewed,us,us
2022-09-05T19:42:59.551Z,-17.657,-177.9629,522.903,4.1,mb,35,61,3.334,0.93,us,us7000i7n4,2022-10-06T13:17:07.040Z,"291 km E of Levuka, Fiji",earthquake,12.84,6.179,0.105,25,reviewed,us,us
2022-09-05T19:38:19.043Z,-30.2555,-177.7725,36.424,4.4,mb,21,187,0.998,0.65,us,us7000i7n3,2022-10-06T13:36:00.040Z,"Kermadec Islands, New Zealand",earthquake,11.65,6.596,0.179,9,reviewed,us,us
2022-09-05T19:07:50.697Z,52.3993,175.6072,10,4,mb,48,67,0.976,0.97,us,us7000i5gj,2022-10-13T18:12:25.539Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.74,1.853,0.087,36,reviewed,us,us
2022-09-05T19:07:41.362Z,-30.3058,-177.3911,10,4.7,mb,32,159,13.177,0.87,us,us7000i7n2,2022-09-15T19:45:33.040Z,"Kermadec Islands, New Zealand",earthquake,15.6,1.856,0.108,26,reviewed,us,us
2022-09-05T18:20:55.964Z,-14.7943,167.3142,125.451,4.6,mb,47,57,0.658,0.65,us,us7000i5g5,2022-09-15T19:18:20.040Z,"37 km NE of Port-Olry, Vanuatu",earthquake,12.53,5.405,0.101,29,reviewed,us,us
2022-09-05T16:57:56.932Z,29.0859,142.4495,10,4.5,mb,41,78,1.996,0.45,us,us7000i7nb,2022-09-14T16:15:33.040Z,"Izu Islands, Japan region",earthquake,5.18,1.843,0.111,24,reviewed,us,us
2022-09-05T15:45:07.544Z,-30.4117,-177.6405,35,4.8,mb,50,108,7.885,0.62,us,us7000i5fi,2022-09-14T15:53:08.040Z,"Kermadec Islands, New Zealand",earthquake,10.02,1.818,0.087,46,reviewed,us,us
2022-09-05T15:38:35.340Z,-13.1568,-107.7728,10,4.5,mb,59,111,42.041,0.45,us,us7000i5e1,2022-10-12T15:36:48.040Z,"central East Pacific Rise",earthquake,11.36,1.86,0.057,95,reviewed,us,us
2022-09-05T15:34:22.993Z,37.5546,71.9369,9.803,4.2,mb,33,66,1.166,0.58,us,us7000i5dx,2022-09-14T15:37:09.040Z,"34 km ENE of Khorugh, Tajikistan",earthquake,4.6,4.539,0.132,16,reviewed,us,us
2022-09-05T15:11:52.279Z,62.2468,-148.3741,28.5,4.4,mb,,,,0.79,ak,ak022beea1dl,2022-10-13T17:44:15.328Z,"50 km N of Chickaloon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-09-05T14:31:00.473Z,-19.8827,-70.0601,53.719,3.7,ml,11,158,0.391,0.18,us,us7000i5dp,2022-09-06T21:19:39.283Z,"37 km NNE of Iquique, Chile",earthquake,2.3,5.317,0.071,26,reviewed,us,us
2022-09-05T14:11:45.219Z,-4.8214,153.5397,76.072,4.6,mb,41,98,1.508,0.84,us,us7000i5dm,2022-09-14T14:59:49.040Z,"New Ireland region, Papua New Guinea",earthquake,5.18,6.881,0.103,30,reviewed,us,us
2022-09-05T13:49:26.830Z,52.0568,-30.131,10,5.1,mww,139,39,12.38,0.77,us,us7000i5dj,2022-09-14T14:53:11.040Z,"northern Mid-Atlantic Ridge",earthquake,4.29,1.763,0.063,24,reviewed,us,us
2022-09-05T13:45:56.170Z,37.0733,28.6036,10,4.3,mb,22,61,0.942,0.51,us,us7000i7mw,2022-09-14T14:48:47.040Z,"Western Turkey",earthquake,3.37,1.906,0.238,5,reviewed,us,us
2022-09-05T13:40:17.912Z,-15.8712,-174.2352,157.646,4.2,mb,30,102,2.771,0.23,us,us7000i7mv,2022-09-14T14:28:11.040Z,"47 km W of Hihifo, Tonga",earthquake,10.91,7.938,0.116,23,reviewed,us,us
2022-09-05T12:04:33.771Z,4.9103,125.9657,119.094,4.3,mb,18,123,2.179,0.7,us,us7000i7mu,2022-09-16T07:27:48.040Z,"77 km SE of Sarangani, Philippines",earthquake,10.69,5.753,0.16,11,reviewed,us,us
2022-09-05T11:57:01.033Z,34.5991,70.5807,10,4.6,mb,60,143,1.27,0.43,us,us7000i5cw,2022-09-19T08:30:58.040Z,"22 km NNE of Jal?l?b?d, Afghanistan",earthquake,6.1,1.866,0.066,69,reviewed,us,us
2022-09-05T11:51:27.350Z,-6.7701,129.5623,158.462,4.6,mb,51,88,2.102,0.37,us,us7000i5cq,2022-09-19T08:21:54.040Z,"Banda Sea",earthquake,7.22,5.009,0.082,44,reviewed,us,us
2022-09-05T11:43:07.494Z,51.6028,-173.3068,35.901,3.5,mb,52,192,0.815,0.57,us,us7000i7mt,2022-10-13T17:44:10.875Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,4.48,13.318,0.082,36,reviewed,us,us
2022-09-05T11:26:22.627Z,29.6551,102.2807,10,4.8,mb,42,80,8.424,0.6,us,us7000i5ct,2022-09-19T08:25:29.040Z,"49 km SE of Kangding, China",earthquake,11.48,1.906,0.072,60,reviewed,us,us
2022-09-05T11:19:34.920Z,-31.8054,-179.1953,108.458,5.3,mww,94,64,2.763,0.5,us,us7000i5cf,2022-09-19T08:16:35.040Z,"Kermadec Islands region",earthquake,7.08,5.273,0.083,14,reviewed,us,us
2022-09-05T11:17:59.628Z,-46.9056,165.9409,35.561,4.2,mb,25,120,0.899,0.42,us,us7000i5cd,2022-09-19T09:01:15.040Z,"170 km WSW of Riverton, New Zealand",earthquake,5.26,10.177,0.152,12,reviewed,us,us
2022-09-05T10:53:24.827Z,1.6377,128.7865,10.161,4.5,mb,20,109,1.66,1.38,us,us7000i7mq,2022-10-06T13:34:29.040Z,"87 km E of Tobelo, Indonesia",earthquake,6.06,4.67,0.145,14,reviewed,us,us
2022-09-05T10:46:48.836Z,24.8224,122.985,9.915,4.5,mb,16,109,0.354,0.74,us,us7000i7mr,2022-10-19T14:12:27.040Z,"39 km N of Yonakuni, Japan",earthquake,5.09,4.386,0.163,11,reviewed,us,us
2022-09-05T09:39:24.078Z,29.4607,102.4093,10,4.2,mb,23,89,9.375,0.77,us,us7000i7my,2022-10-05T13:39:32.040Z,"74 km SE of Kangding, China",earthquake,7.42,1.902,0.186,8,reviewed,us,us
2022-09-05T09:22:19.906Z,-23.557,-179.7444,517.09,4.8,mb,106,32,4.828,0.73,us,us7000i5bw,2022-10-05T13:32:15.040Z,"south of the Fiji Islands",earthquake,9.48,5.25,0.037,229,reviewed,us,us
2022-09-05T09:14:51.149Z,27.6589,56.0911,10,5.4,mb,103,45,2.704,0.7,us,us7000i5bu,2022-10-05T08:32:20.306Z,"55 km NNW of Bandar Abbas, Iran",earthquake,7.1,1.769,0.039,220,reviewed,us,us
2022-09-05T08:49:15.310Z,38.2452,44.0181,10,4.2,mb,31,74,0.758,0.6,us,us7000i5bl,2022-10-05T13:33:11.040Z,"Turkey-Iran border region",earthquake,2.7,1.946,0.199,7,reviewed,us,us
2022-09-05T07:50:59.151Z,-33.4428,-72.2339,17,4.8,mwr,129,73,0.56,0.42,us,us7000i5bb,2022-10-12T16:12:06.040Z,"59 km WNW of Cartagena, Chile",earthquake,4.12,1.825,0.047,44,reviewed,us,us
2022-09-05T07:49:59.432Z,-33.4604,-72.2611,17.783,4.8,mwr,120,132,0.575,0.5,us,us7000i5b9,2022-10-06T09:05:03.040Z,"61 km W of Cartagena, Chile",earthquake,4.05,3.929,,,reviewed,us,guc
2022-09-05T07:00:02.000Z,31.8067,92.8086,10,4.4,mb,58,65,7.663,0.54,us,us7000i5b3,2022-10-06T13:19:23.040Z,"80 km ENE of Nagqu, China",earthquake,9.16,1.862,0.091,35,reviewed,us,us
2022-09-05T05:38:06.906Z,31.8483,92.7896,10,4.5,mb,52,95,7.67,0.7,us,us7000i5am,2022-10-06T13:12:30.040Z,"80 km ENE of Nagqu, China",earthquake,4.91,1.855,0.087,39,reviewed,us,us
2022-09-05T04:52:19.645Z,29.6786,102.236,12,6.6,mww,141,34,8.454,0.52,us,us7000i59t,2022-10-12T21:09:45.413Z,"44 km SE of Kangding, China",earthquake,8.19,1.746,0.04,59,reviewed,us,us
2022-09-05T04:07:45.201Z,-22.27,-68.535,117.274,4.5,mwr,48,59,0.754,0.43,us,us7000i59i,2022-10-03T23:44:35.040Z,"45 km ENE of Calama, Chile",earthquake,4.35,3.091,,,reviewed,us,guc
2022-09-05T03:32:14.922Z,-14.0515,-169.4593,10,4.5,mb,7,157,0.174,0.2,us,us7000i7mj,2022-10-03T23:38:58.040Z,"21 km NNE of Ta`?, American Samoa",earthquake,2.41,1.946,0.22,6,reviewed,us,us
2022-09-05T03:29:43.980Z,32.4122,142.382,10,4.9,mb,84,37,2.275,0.46,us,us7000i59b,2022-10-03T23:33:02.040Z,"Izu Islands, Japan region",earthquake,8.61,1.266,0.039,210,reviewed,us,us
2022-09-05T03:17:26.691Z,-5.9231,103.7173,55.951,4.8,mb,33,105,1.728,0.31,us,us7000i596,2022-10-03T23:30:18.040Z,"southern Sumatra, Indonesia",earthquake,8.4,5.14,0.107,27,reviewed,us,us
2022-09-05T03:07:03.330Z,18.8578,-64.5493,35,3.79,md,16,316,0.649,0.69,pr,pr2022248001,2022-09-08T03:17:07.040Z,"63 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,7.2,18.44,0.2,7,reviewed,pr,pr
2022-09-05T02:46:02.005Z,-0.9128,134.282,27.087,4.3,mb,14,121,2.846,0.66,us,us7000i7mg,2022-09-15T22:37:25.040Z,"24 km ESE of Manokwari, Indonesia",earthquake,8.51,7.065,0.189,8,reviewed,us,us
2022-09-05T01:58:30.192Z,-21.3806,-178.5616,461.567,4.2,mb,48,122,4.824,0.6,us,us7000i58q,2022-10-03T23:19:58.040Z,"",earthquake,14.26,6.566,0.087,37,reviewed,us,us
2022-09-05T01:52:42.207Z,32.4619,142.383,10,4.4,mb,26,126,2.26,0.6,us,us7000i7mf,2022-10-03T23:17:13.040Z,"Izu Islands, Japan region",earthquake,11.84,1.871,0.189,8,reviewed,us,us
2022-09-05T01:13:52.256Z,1.7452,99.3869,170.73,4.2,mb,20,167,1.05,0.43,us,us7000i7me,2022-10-03T23:14:15.040Z,"42 km NNE of Padangsidempuan, Indonesia",earthquake,9.94,5.015,0.159,11,reviewed,us,us
2022-09-05T00:48:40.985Z,33.6729,88.8317,12.679,4.2,mb,34,64,6.604,0.54,us,us7000i7mb,2022-09-17T02:24:35.040Z,"western Xizang",earthquake,10.35,4.672,0.141,14,reviewed,us,us
2022-09-05T00:47:56.080Z,18.8378,-65.0231,14,3.69,md,21,272,0.4883,0.45,pr,pr2022248000,2022-09-05T01:41:01.040Z,"55 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.27,6.04,0.1,17,reviewed,pr,pr
2022-09-04T23:57:31.734Z,-56.0375,-124.478,10,6.2,mww,74,69,28.267,0.75,us,us7000i585,2022-09-12T20:29:40.658Z,"southern East Pacific Rise",earthquake,12.82,1.807,0.063,24,reviewed,us,us
2022-09-04T23:02:32.604Z,5.2054,125.8789,135.422,4.1,mb,26,112,1.876,0.64,us,us7000i7e3,2022-09-12T20:51:09.040Z,"50 km ESE of Sarangani, Philippines",earthquake,7.57,8.488,0.174,9,reviewed,us,us
2022-09-04T22:39:49.824Z,-18.872,-178.82,653.587,4.4,mb,16,113,3.175,0.37,us,us7000i7e2,2022-09-13T03:29:26.040Z,"216 km ESE of Levuka, Fiji",earthquake,11.59,11.878,0.179,9,reviewed,us,us
2022-09-04T22:24:25.411Z,28.3677,53.1721,10,4.2,mb,16,106,4.356,0.82,us,us7000i7e8,2022-09-13T03:07:48.040Z,"78 km SW of Fas?, Iran",earthquake,8.7,1.981,0.215,6,reviewed,us,us
2022-09-04T21:57:35.737Z,34.6632,70.7133,10,5.1,mww,123,42,1.383,0.48,us,us7000i57m,2022-10-12T20:50:47.040Z,"35 km NE of Jal?l?b?d, Afghanistan",earthquake,4.41,1.713,0.098,10,reviewed,us,us
2022-09-04T21:56:14.000Z,51.2323,174.422,38.309,3.8,ml,31,267,1.513,0.39,us,us7000i583,2022-10-12T20:43:09.040Z,"198 km SSE of Attu Station, Alaska",earthquake,9.48,26.077,0.097,14,reviewed,us,us
