time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-05-16T22:31:10.371Z,-59.5998,-26.3989,94.59,4.9,mb,67,82,7.665,0.65,us,us6000hlmp,2022-07-24T02:39:16.040Z,"South Sandwich Islands region",earthquake,12.7,5.9,0.077,52,reviewed,us,us
2022-05-16T21:23:48.975Z,33.9649,26.2954,10,4,mb,17,225,1.732,0.39,us,us6000hmp0,2022-07-24T02:39:14.040Z,"126 km SSE of Ierápetra, Greece",earthquake,7.1,2,0.299,3,reviewed,us,us
2022-05-16T21:05:30.291Z,72.4195,2.6855,10,4.6,mb,137,62,3.809,0.55,us,us6000hlm0,2022-07-24T02:39:14.040Z,"Norwegian Sea",earthquake,7.2,1.8,0.048,130,reviewed,us,us
2022-05-16T20:53:22.121Z,72.4527,2.8678,10,4.2,mb,43,99,6.675,1.01,us,us6000hllv,2022-07-24T02:39:14.040Z,"Norwegian Sea",earthquake,9.6,1.9,0.093,32,reviewed,us,us
2022-05-16T20:46:58.394Z,-0.5818,135.6541,10,4.3,mb,19,145,4.12,0.5,us,us6000hmnt,2022-07-24T02:39:14.040Z,"75 km NW of Insrom, Indonesia",earthquake,5.7,1.9,0.177,10,reviewed,us,us
2022-05-16T20:45:04.618Z,-7.4518,156.2296,59.33,4.5,mb,29,91,4.174,0.6,us,us6000hmns,2022-07-24T02:39:13.040Z,"98 km NW of Gizo, Solomon Islands",earthquake,7,7.4,0.135,16,reviewed,us,us
2022-05-16T19:39:11.694Z,-6.8,147.519,76.22,4.5,mb,83,57,5.3,0.91,us,us6000hll0,2022-07-24T02:39:13.040Z,"45 km SW of Finschhafen, Papua New Guinea",earthquake,9.7,5.6,0.067,66,reviewed,us,us
2022-05-16T19:20:01.326Z,24.1379,124.337,22.94,4.2,mb,27,89,1.253,0.85,us,us6000hmnq,2022-07-24T02:39:13.040Z,"29 km SE of Ishigaki, Japan",earthquake,8,3.5,0.166,10,reviewed,us,us
2022-05-16T18:58:25.037Z,-5.2399,102.0088,23,5.8,mww,143,31,1.286,0.85,us,us6000hljt,2022-07-24T02:39:12.040Z,"",earthquake,7.4,1.8,0.06,27,reviewed,us,us
2022-05-16T16:22:45.243Z,-8.9985,67.2019,10,4.4,mb,31,116,12.406,0.89,us,us6000hmnn,2022-07-24T02:39:11.040Z,"Mid-Indian Ridge",earthquake,12.2,1.9,0.12,20,reviewed,us,us
2022-05-16T16:13:47.953Z,11.7039,-89.058,10,4.2,mb,30,98,1.895,0.59,us,us6000hlif,2022-07-24T02:39:11.040Z,"183 km SSW of Puerto El Triunfo, El Salvador",earthquake,4.2,1.9,0.186,8,reviewed,us,us
2022-05-16T15:56:36.340Z,-32.9651,179.8499,200.94,4.1,mb,23,145,4.157,0.73,us,us6000hmnl,2022-07-24T02:39:10.040Z,"south of the Kermadec Islands",earthquake,11,5.6,0.174,10,reviewed,us,us
2022-05-16T15:33:31.298Z,17.4105,-85.2695,10,4.4,mb,29,89,3.704,0.44,us,us6000hmnj,2022-07-24T02:39:09.040Z,"122 km NNE of Savannah Bight, Honduras",earthquake,4.8,1.9,0.127,19,reviewed,us,us
2022-05-16T14:41:48.417Z,-20.8265,-178.3512,563.65,4,mb,23,85,4.575,0.46,us,us6000hmni,2022-07-24T02:39:09.040Z,"Fiji region",earthquake,8.7,9.2,0.138,15,reviewed,us,us
2022-05-16T14:25:39.365Z,1.6031,126.6491,37.31,4.4,mb,24,111,1.093,0.52,us,us6000hmnf,2022-07-24T02:39:09.040Z,"Molucca Sea",earthquake,8.5,4.5,0.139,15,reviewed,us,us
2022-05-16T13:33:44.526Z,-17.918,-73.0711,10,4.6,mb,39,144,2.633,0.83,us,us6000hlgl,2022-07-24T02:39:09.040Z,"145 km SW of Islay (Matarani), Peru",earthquake,7.5,1.9,0.137,16,reviewed,us,us
2022-05-16T13:30:03.807Z,-17.8897,-73.0888,10,4.3,mb,30,136,2.655,0.8,us,us6000hlgi,2022-07-24T02:39:08.040Z,"144 km SW of Islay (Matarani), Peru",earthquake,4.7,1.8,0.16,11,reviewed,us,us
2022-05-16T13:28:01.893Z,-4.1481,142.0383,85.41,4.6,mb,49,112,2.099,0.66,us,us6000hlgk,2022-07-24T02:39:08.040Z,"86 km W of Ambunti, Papua New Guinea",earthquake,10.5,5,0.091,38,reviewed,us,us
2022-05-16T13:02:55.608Z,-18.0672,-72.9044,10,4.2,mb,19,165,2.454,0.43,us,us6000hlgc,2022-07-24T02:39:08.040Z,"146 km SW of Islay (Matarani), Peru",earthquake,5.1,1.9,0.264,4,reviewed,us,us
2022-05-16T11:43:26.050Z,-0.7598,133.2306,33.6,4.9,mb,78,69,2.358,0.51,us,us6000hlg1,2022-07-24T02:39:07.040Z,"93 km W of Manokwari, Indonesia",earthquake,7.9,5.3,0.062,82,reviewed,us,us
2022-05-16T11:25:56.202Z,6.8748,-73.099,147.84,4.3,mb,98,107,0.976,0.88,us,us6000hlfw,2022-07-24T02:39:06.040Z,"13 km SSW of Piedecuesta, Colombia",earthquake,7.4,6.4,0.039,186,reviewed,us,us
2022-05-16T11:22:59.307Z,-7.4815,128.6038,121.4,4.6,mb,38,34,2.716,0.58,us,us6000hlfv,2022-07-24T02:39:06.040Z,"211 km ENE of Lospalos, Timor Leste",earthquake,6.6,6.8,0.116,22,reviewed,us,us
2022-05-16T11:00:58.843Z,-53.6557,140.8823,10,4.6,mb,24,88,10.654,0.55,us,us6000hmnb,2022-07-24T02:39:05.040Z,"west of Macquarie Island",earthquake,10.3,1.6,0.122,20,reviewed,us,us
2022-05-16T10:13:47.898Z,0.6246,122.154,95.41,4.9,mb,67,60,1.454,0.98,us,us6000hlfk,2022-07-24T02:39:04.040Z,"101 km W of Gorontalo, Indonesia",earthquake,5.5,2.7,0.078,51,reviewed,us,us
2022-05-16T09:52:42.080Z,19.2071,-64.6545,53,3.62,md,9,326,1.0971,0.13,pr,pr2022136000,2022-07-24T02:39:04.040Z,"98 km N of Cruz Bay, U.S. Virgin Islands",earthquake,2.42,6.21,0.04,5,reviewed,pr,pr
2022-05-16T08:57:13.612Z,-8.5412,130.2167,10,4.1,mb,22,87,1.206,0.43,us,us6000hmn8,2022-07-24T02:39:04.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,7.2,1.9,0.175,9,reviewed,us,us
2022-05-16T07:47:05.186Z,53.3638,-166.7064,74.6,3.8,mb,64,161,0.442,0.6,us,us6000i267,2022-07-24T02:39:03.040Z,"57 km SSW of Unalaska, Alaska",earthquake,5.3,8.3,0.091,31,reviewed,us,us
2022-05-16T06:41:42.170Z,-15.5289,168.0675,10,4.6,mb,22,127,0.837,0.32,us,us6000hmn6,2022-07-24T02:39:03.040Z,"93 km NE of Norsup, Vanuatu",earthquake,8.1,1.8,0.116,22,reviewed,us,us
2022-05-16T06:40:54.568Z,11.2488,-87.0228,35,4.6,mb,80,121,1.172,0.43,us,us6000hlet,2022-07-24T02:39:02.040Z,"81 km SW of Masachapa, Nicaragua",earthquake,5,1.7,0.033,269,reviewed,us,us
2022-05-16T06:28:43.014Z,-5.6797,152.6054,10,4,mb,16,158,1.542,0.52,us,us6000hmn5,2022-07-24T02:39:02.040Z,"152 km SSE of Kokopo, Papua New Guinea",earthquake,7.6,1.8,0.172,10,reviewed,us,us
2022-05-16T06:16:50.290Z,34.0078333,-116.4448333,8.25,3.76,mw,115,21,0.07131,0.15,ci,ci40019919,2022-07-24T02:39:01.040Z,"7km NE of Desert Hot Springs, CA",earthquake,0.09,0.29,,6,reviewed,ci,ci
2022-05-16T05:48:41.813Z,58.6812,-137.5448,6.3,4.2,mb,,,,0.62,ak,ak022690cqso,2022-07-24T02:39:01.040Z,"88 km NW of Elfin Cove, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-05-16T05:32:20.778Z,50.3821,156.7739,79.66,4.5,mb,38,109,2.79,0.46,us,us6000hmna,2022-07-24T02:39:01.040Z,"56 km SE of Severo-Kuril’sk, Russia",earthquake,13.7,7.9,0.113,23,reviewed,us,us
2022-05-16T05:25:54.314Z,50.6505,156.1912,93.79,5.4,mww,180,24,2.632,0.41,us,us6000hlee,2022-07-24T02:39:00.040Z,"5 km ESE of Severo-Kuril’sk, Russia",earthquake,7.9,4.2,0.049,40,reviewed,us,us
2022-05-16T05:04:10.002Z,1.6687,122.4188,447.38,4.1,mb,27,68,1.727,0.75,us,us6000hmn4,2022-07-24T02:39:00.040Z,"144 km NNW of Gorontalo, Indonesia",earthquake,13.3,8.2,0.145,13,reviewed,us,us
2022-05-16T03:29:06.717Z,7.3781,94.4289,10,4.4,mb,35,97,5.264,0.61,us,us6000hmn2,2022-07-24T02:38:59.040Z,"191 km NNW of Sabang, Indonesia",earthquake,11,1.9,0.117,21,reviewed,us,us
2022-05-16T02:14:32.980Z,59.7163,-153.1592,106.3,3.7,mb,,,,0.67,ak,ak02268yd4vt,2022-07-24T02:38:59.040Z,"53 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-05-16T01:17:01.237Z,-21.2706,-68.8416,125.39,4,mb,22,87,0.642,0.46,us,us6000hldu,2022-07-24T02:38:58.040Z,"131 km N of Calama, Chile",earthquake,6.2,4.8,0.232,5,reviewed,us,us
2022-05-16T00:17:31.833Z,51.758,179.1965,108.46,3.8,mb,97,72,0.267,0.61,us,us6000hldk,2022-07-24T02:38:58.040Z,"287 km W of Adak, Alaska",earthquake,7.9,3.6,0.075,46,reviewed,us,us
2022-05-15T21:49:56.094Z,36.5108,28.5676,57.36,4,mb,62,52,0.466,0.63,us,us6000hlcz,2022-07-24T02:38:57.040Z,"25 km SSW of Sarigerme, Turkey",earthquake,4.2,7.5,0.104,25,reviewed,us,us
2022-05-15T20:55:13.200Z,-8.4802,121.2861,191.03,4.3,mb,15,99,0.953,0.67,us,us6000hmmp,2022-07-24T02:38:57.040Z,"57 km NW of Ende, Indonesia",earthquake,10.1,7.9,0.216,6,reviewed,us,us
2022-05-15T20:02:46.570Z,43.7103,-105.321,0,3.5,ml,21,77,1.015,0.53,us,us6000hlch,2022-07-24T02:38:57.040Z,"14 km ESE of Wright, Wyoming",mining explosion,4.1,1.7,0.047,60,reviewed,us,us
2022-05-15T19:41:30.211Z,51.3705,-178.2396,50.12,4,mb,59,80,0.403,0.68,us,us6000hlce,2022-07-24T02:38:56.040Z,"124 km WSW of Adak, Alaska",earthquake,5,7.1,0.075,47,reviewed,us,us
2022-05-15T18:34:02.301Z,-22.3866,170.3192,10,4.6,mb,23,83,2.666,1.03,us,us6000hmmi,2022-07-24T02:38:55.040Z,"268 km ESE of Tadine, New Caledonia",earthquake,5.3,1.9,0.136,17,reviewed,us,us
2022-05-15T16:57:43.781Z,-5.7652,104.1654,100.3,4.2,mb,21,123,1.843,1.01,us,us6000hmmg,2022-07-24T02:38:54.040Z,"126 km WSW of Bandar Lampung, Indonesia",earthquake,8.5,7.5,0.166,12,reviewed,us,us
2022-05-15T16:49:22.087Z,-5.5998,147.7652,172.57,4.1,mb,18,100,4.6,0.35,us,us6000hmmd,2022-07-24T02:38:54.040Z,"106 km N of Finschhafen, Papua New Guinea",earthquake,10.3,9,0.151,14,reviewed,us,us
2022-05-15T16:48:48.006Z,26.8113,142.4163,31.22,4.3,mb,42,92,0.35,0.39,us,us6000hmme,2022-07-24T02:38:54.040Z,"Bonin Islands, Japan region",earthquake,9.8,5,0.119,20,reviewed,us,us
2022-05-15T16:25:06.881Z,-15.2096,167.6011,107.99,4.3,mb,38,79,0.45,0.72,us,us6000hmma,2022-07-24T02:38:54.040Z,"58 km NE of Luganville, Vanuatu",earthquake,9.7,5,0.114,25,reviewed,us,us
2022-05-15T16:17:04.821Z,26.3342,92.3725,10,4.1,mb,35,94,3.701,0.72,us,us6000hld3,2022-07-24T02:38:53.040Z,"9 km NNE of Morigaon, India",earthquake,8.4,1.9,0.127,17,reviewed,us,us
2022-05-15T16:03:47.193Z,-44.776,-15.4842,10,4.8,mb,24,94,16.567,0.36,us,us6000hmmm,2022-07-24T02:38:53.040Z,"southern Mid-Atlantic Ridge",earthquake,7,1.9,0.131,21,reviewed,us,us
2022-05-15T15:57:33.314Z,-15.679,-174.6765,10,4.4,mb,23,122,3.306,0.86,us,us6000hmml,2022-07-24T02:38:53.040Z,"99 km WNW of Hihifo, Tonga",earthquake,6.3,1.9,0.162,13,reviewed,us,us
2022-05-15T15:44:07.198Z,53.5354,-166.2969,74.84,3.6,mb,40,167,0.334,0.44,us,us6000hlbf,2022-07-24T02:38:52.040Z,"40 km SSE of Unalaska, Alaska",earthquake,5.4,8.8,0.15,12,reviewed,us,us
2022-05-15T14:49:24.526Z,54.9019,161.8524,35,4.1,mb,48,94,2.668,0.55,us,us6000hmm9,2022-07-24T02:38:52.040Z,"152 km SSW of Ust’-Kamchatsk Staryy, Russia",earthquake,5.5,1.9,0.106,26,reviewed,us,us
2022-05-15T13:40:24.425Z,11.9028,142.3479,35,4.5,mb,13,117,2.976,0.32,us,us6000hmm7,2022-07-24T02:38:52.040Z,"293 km WSW of Merizo Village, Guam",earthquake,8.1,2,0.243,7,reviewed,us,us
2022-05-15T13:34:10.839Z,-31.8695,179.9407,377.22,4,mb,29,134,3.187,0.49,us,us6000hlay,2022-07-24T02:38:51.040Z,"Kermadec Islands region",earthquake,13.7,5.6,0.138,15,reviewed,us,us
2022-05-15T13:00:45.939Z,-23.492,-66.7686,200.82,4.4,mwr,93,63,1.404,0.56,us,us6000hlau,2022-07-24T02:38:51.040Z,"Jujuy, Argentina",earthquake,9.3,6,,,reviewed,us,guc
2022-05-15T12:29:43.469Z,-57.4811,-25.7422,51.3,4.6,mb,30,57,6.84,0.58,us,us6000hmm5,2022-07-24T02:38:50.040Z,"South Sandwich Islands region",earthquake,8.4,6.4,0.114,23,reviewed,us,us
2022-05-15T11:29:56.031Z,11.916,142.1947,42.12,4.6,mb,36,49,3.093,0.46,us,us6000hmmf,2022-07-24T02:38:50.040Z,"",earthquake,4.7,8.5,0.105,27,reviewed,us,us
2022-05-15T11:27:45.083Z,-50.2371,28.9721,10,4.7,mb,31,52,15.674,0.4,us,us6000hmmc,2022-07-24T02:38:50.040Z,"south of Africa",earthquake,10.6,1.9,0.104,28,reviewed,us,us
2022-05-15T11:22:29.345Z,11.9195,142.2313,43.71,4.5,mb,76,45,3.061,0.38,us,us6000hmm3,2022-07-24T02:38:49.040Z,"south of the Mariana Islands",earthquake,4,7.1,0.067,66,reviewed,us,us
2022-05-15T11:19:11.581Z,12.0424,142.3457,57.01,4.5,mb,74,67,2.901,0.38,us,us6000hmm2,2022-07-24T02:38:49.040Z,"286 km WSW of Merizo Village, Guam",earthquake,6.9,6.6,0.068,63,reviewed,us,us
2022-05-15T11:09:53.272Z,11.921,142.2807,22,5.5,mww,160,28,3.02,0.53,us,us6000hlak,2022-10-23T11:19:58.743Z,"299 km WSW of Merizo Village, Guam",earthquake,8.4,1.9,0.063,24,reviewed,us,us
2022-05-15T09:22:44.385Z,-28.6927,-176.5473,10,4.9,mb,107,70,1.33,0.46,us,us6000hla3,2022-07-24T02:38:48.040Z,"Kermadec Islands region",earthquake,10.9,1.9,0.044,160,reviewed,us,us
2022-05-15T09:20:36.179Z,-28.7962,-176.5936,10,4.8,mb,77,59,1.251,0.44,us,us6000hmlw,2022-07-24T02:38:47.040Z,"Kermadec Islands region",earthquake,10,1.9,0.053,111,reviewed,us,us
2022-05-15T08:24:52.338Z,37.5197,71.7777,114.27,4,mb,31,80,1.035,0.64,us,us6000hl9w,2022-07-24T02:38:47.040Z,"Afghanistan-Tajikistan border region",earthquake,5.6,8.3,0.138,14,reviewed,us,us
2022-05-15T07:43:12.295Z,-59.007,-26.1449,35,4.3,mb,17,152,7.407,0.24,us,us6000hmm6,2022-07-24T02:38:47.040Z,"South Sandwich Islands region",earthquake,11.8,2,0.153,16,reviewed,us,us
2022-05-15T06:52:45.930Z,58.6589,-152.5237,52.6,3.6,mb,,,,0.73,ak,ak02267dfp1l,2022-07-24T02:38:46.040Z,"70 km NNE of Aleneva, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-05-15T06:42:09.569Z,-20.5142,-66.9482,235.65,4.3,mb,29,63,2.102,0.54,us,us6000hl9g,2022-07-24T02:38:46.040Z,"14 km WSW of Uyuni, Bolivia",earthquake,5.1,12.2,0.161,11,reviewed,us,us
2022-05-15T05:34:30.215Z,36.1811,25.3417,10,4.2,mb,88,63,0.964,0.59,us,us6000hl95,2022-07-24T02:38:45.040Z,"21 km SSW of Emporeío, Greece",earthquake,4.1,1.9,0.092,37,reviewed,us,us
2022-05-15T04:45:25.630Z,19.3435,-64.6885,41,3.9,md,19,305,1.1942,0.46,pr,pr2022135001,2022-07-24T02:38:45.040Z,"112 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.22,20.95,0.11,13,reviewed,pr,pr
2022-05-15T04:29:00.075Z,-34.9855,-74.4864,10,4.3,mwr,55,80,2.049,1.24,us,us6000hl8x,2022-07-24T02:38:44.040Z,"192 km WNW of Constitución, Chile",earthquake,6.9,1.8,0.04,60,reviewed,us,us
2022-05-15T04:17:58.963Z,-23.7535,-179.777,500.31,4.2,mb,13,124,5.732,0.82,us,us6000hmlu,2022-07-24T02:38:44.040Z,"south of the Fiji Islands",earthquake,12,13.9,0.186,9,reviewed,us,us
2022-05-15T04:02:17.503Z,-13.8904,167.8662,10,4.7,mb,22,159,1.675,1.34,us,us6000hmlt,2022-07-24T02:38:44.040Z,"34 km E of Sola, Vanuatu",earthquake,14.3,1.8,0.104,30,reviewed,us,us
2022-05-15T03:01:48.476Z,33.154,-39.2332,10,4.4,mb,36,79,21.072,0.65,us,us6000hmlq,2022-07-24T02:38:43.040Z,"northern Mid-Atlantic Ridge",earthquake,5.5,1.9,0.077,51,reviewed,us,us
2022-05-15T02:32:49.262Z,51.5245,178.5482,61.64,3.6,ml,21,189,0.408,0.37,us,us6000i1z0,2022-07-24T02:38:42.040Z,"",earthquake,4.1,5.9,0.085,18,reviewed,us,us
2022-05-15T02:00:02.939Z,-25.843,-70.3344,58.94,4.2,mb,26,110,0.385,1.21,us,us6000hl87,2022-07-24T02:38:42.040Z,"50 km SSE of Taltal, Chile",earthquake,6.3,2.6,0.235,5,reviewed,us,us
2022-05-15T01:38:51.702Z,-15.9411,-177.3543,424.28,4.1,mb,25,110,1.784,1.01,us,us6000hmlp,2022-07-24T02:38:41.040Z,"197 km SSE of Alo, Wallis and Futuna",earthquake,14.4,7.8,0.086,39,reviewed,us,us
2022-05-15T00:36:52.680Z,-6.164,142.5687,10,4.7,mb,56,62,9.754,0.58,us,us6000hl80,2022-07-24T02:38:41.040Z,"54 km SW of Tari, Papua New Guinea",earthquake,9.1,1.9,0.086,41,reviewed,us,us
2022-05-15T00:03:27.751Z,6.305,126.5994,84.99,4.1,mb,24,134,1.266,0.6,us,us6000hmln,2022-07-24T02:38:41.040Z,"47 km E of Pondaguitan, Philippines",earthquake,9.8,8,0.135,15,reviewed,us,us
2022-05-14T22:28:34.250Z,43.8297,147.7402,35,5.2,mb,169,77,3.726,0.56,us,us6000hl71,2022-07-24T02:38:40.040Z,"82 km E of Shikotan, Russia",earthquake,8.7,1.9,0.049,138,reviewed,us,us
2022-05-14T22:27:28.588Z,-8.4512,-71.5039,579.96,4.6,mb,149,45,1.388,0.75,us,us6000hl70,2022-07-24T02:38:40.040Z,"87 km WSW of Tarauacá, Brazil",earthquake,8.4,5.9,0.052,110,reviewed,us,us
2022-05-14T21:51:25.426Z,-28.5785,-176.5147,10,4.4,mb,14,91,1.407,0.63,us,us6000hme6,2022-07-24T02:38:39.040Z,"Kermadec Islands region",earthquake,7.9,1.8,0.17,10,reviewed,us,us
2022-05-14T20:13:36.043Z,-40.8712,174.7198,47.3,4.3,mwr,55,38,0.437,0.94,us,us6000hl6j,2022-07-24T02:38:38.040Z,"25 km WNW of Paraparaumu, New Zealand",earthquake,3.7,4.5,0.045,48,reviewed,us,us
2022-05-14T19:49:04.505Z,-5.4718,152.615,10,4.5,mb,38,63,1.349,0.74,us,us6000hme1,2022-07-24T02:38:38.040Z,"130 km SSE of Kokopo, Papua New Guinea",earthquake,8.8,1.9,0.108,25,reviewed,us,us
2022-05-14T19:48:03.879Z,40.0635,76.5662,10,4.5,mb,79,40,1.91,0.74,us,us6000hl6f,2022-07-24T02:38:37.040Z,"82 km NE of Kashgar, China",earthquake,5.9,1.9,0.079,47,reviewed,us,us
2022-05-14T17:41:11.359Z,-7.0112,129.7525,120.32,4.2,mb,20,91,1.811,0.51,us,us6000hl5y,2022-07-24T02:38:35.040Z,"Kepulauan Babar, Indonesia",earthquake,5.1,11.2,0.14,15,reviewed,us,us
2022-05-14T17:14:07.184Z,41.112,44.065,12.45,4.3,mwr,99,33,1.013,0.79,us,us6000hl5q,2022-07-24T02:38:35.040Z,"16 km SW of Metsavan, Armenia",earthquake,5.3,4.2,0.083,14,reviewed,us,us
2022-05-14T17:06:00.100Z,46.1854,152.7731,35,4.3,mb,73,94,7.488,0.78,us,us6000hl5p,2022-07-24T02:38:35.040Z,"Kuril Islands",earthquake,9.7,1.9,0.073,56,reviewed,us,us
2022-05-14T16:56:33.248Z,64.1152,-21.3296,10,4.5,mb,39,100,0.634,1.15,us,us6000hl5m,2022-07-24T02:38:34.040Z,"14 km NNW of Hveragerði, Iceland",earthquake,6.8,1.9,0.059,85,reviewed,us,us
2022-05-14T15:58:42.696Z,-56.176,-26.8212,72.7,4.5,mb,22,114,5.847,0.92,us,us6000hmec,2022-07-24T02:38:34.040Z,"South Sandwich Islands region",earthquake,12.2,8.8,0.111,24,reviewed,us,us
2022-05-14T15:39:41.371Z,-24.7549,-179.903,460.16,4.4,mb,32,98,7.23,0.76,us,us6000hme4,2022-07-24T02:38:33.040Z,"south of the Fiji Islands",earthquake,13.9,7.4,0.117,21,reviewed,us,us
2022-05-14T15:32:01.626Z,-42.4857,83.8157,10,4.7,mb,54,57,6.694,0.72,us,us6000hmdy,2022-07-24T02:38:33.040Z,"Mid-Indian Ridge",earthquake,10.3,1.8,0.081,50,reviewed,us,us
2022-05-14T15:20:02.580Z,-28.7181,-176.8018,10,4.9,mb,40,65,1.119,0.86,us,us6000hl58,2022-07-24T02:38:33.040Z,"Kermadec Islands region",earthquake,4.9,1.8,0.05,126,reviewed,us,us
2022-05-14T14:22:42.761Z,60.8006,-151.2621,63,3.7,ml,,,,0.93,ak,ak02265uhdnr,2022-07-24T02:38:32.040Z,"12 km N of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-05-14T14:05:05.540Z,-29.0917,-177.5005,78.69,4.5,mb,21,255,0.404,0.66,us,us6000hmdu,2022-07-24T02:38:32.040Z,"Kermadec Islands, New Zealand",earthquake,15.1,6.7,0.115,22,reviewed,us,us
2022-05-14T13:52:06.113Z,-7.0813,129.4977,140.3,4.2,mb,22,98,1.997,0.56,us,us6000hmdv,2022-07-24T02:38:32.040Z,"Kepulauan Babar, Indonesia",earthquake,9.7,5.6,0.136,15,reviewed,us,us
2022-05-14T13:50:29.381Z,-6.1435,130.5474,138.67,4.1,mb,27,106,1.973,0.23,us,us6000hmdt,2022-07-24T02:38:31.040Z,"250 km WSW of Tual, Indonesia",earthquake,7.8,8,0.119,20,reviewed,us,us
2022-05-14T13:10:43.487Z,6.9193,-73.1647,143.27,4.2,mb,35,124,1.023,1.01,us,us6000hl48,2022-07-24T02:38:31.040Z,"13 km E of Betulia, Colombia",earthquake,8.6,7.1,0.052,102,reviewed,us,us
2022-05-14T13:02:52.463Z,-26.3224,178.2612,641.48,4.2,mb,29,152,4.473,0.72,us,us6000hmed,2022-07-24T02:38:30.040Z,"south of the Fiji Islands",earthquake,10.4,13,0.11,23,reviewed,us,us
2022-05-14T12:22:56.540Z,-28.6691,-176.6664,10,5.2,mww,68,67,1.247,0.53,us,us6000hl40,2022-07-24T02:38:30.040Z,"Kermadec Islands region",earthquake,9.6,1.9,0.078,16,reviewed,us,us
2022-05-14T12:21:53.047Z,-29.0266,-176.6459,10,4.7,mb,30,92,1.139,0.48,us,us6000hl3y,2022-07-24T02:38:29.040Z,"Kermadec Islands region",earthquake,12,1.6,0.068,79,reviewed,us,us
2022-05-14T11:47:15.559Z,-23.5731,-66.7726,206.34,4.3,mwr,36,44,1.433,0.8,us,us6000hl3s,2022-07-24T02:38:29.040Z,"85 km NNW of San Antonio de los Cobres, Argentina",earthquake,8,7.9,,,reviewed,us,guc
2022-05-14T10:48:33.855Z,34.6134,140.507,82.01,4.6,mb,90,106,1.601,0.61,us,us6000hl3i,2022-07-24T02:38:28.040Z,"61 km SSE of Katsuura, Japan",earthquake,2.5,6.3,0.035,250,reviewed,us,us
2022-05-14T10:05:47.639Z,23.9088,122.6009,10,4.6,mb,67,92,0.67,0.48,us,us6000hl3b,2022-07-24T02:38:27.040Z,"73 km SSW of Yonakuni, Japan",earthquake,4.5,1.8,0.069,62,reviewed,us,us
2022-05-14T09:25:02.555Z,34.0408,25.5387,10.6,4.1,mb,47,75,1.354,0.47,us,us6000hl33,2022-07-24T02:38:26.040Z,"108 km S of Néa Anatolí, Greece",earthquake,5.4,5,0.104,25,reviewed,us,us
2022-05-14T07:28:08.228Z,-59.2185,-25.9065,43.02,4.7,mb,26,81,9.556,0.92,us,us6000hmdn,2022-07-24T02:38:25.040Z,"South Sandwich Islands region",earthquake,9.3,8.2,0.113,24,reviewed,us,us
2022-05-14T06:57:39.757Z,51.8129,-173.8577,37.53,3.5,ml,21,203,0.442,0.82,us,us6000hl6b,2022-07-24T02:38:25.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,10,54.6,0.091,16,reviewed,us,us
2022-05-14T06:52:37.877Z,-26.5039,-177.6444,155.93,4.2,mb,13,139,2.758,0.81,us,us6000hmdk,2022-07-24T02:38:24.040Z,"south of the Fiji Islands",earthquake,13.2,7.4,0.176,9,reviewed,us,us
2022-05-14T06:39:13.325Z,13.3157,50.4083,10,4.3,mb,25,103,7.596,0.45,us,us6000hmdj,2022-07-24T02:38:24.040Z,"154 km NNW of Caluula, Somalia",earthquake,12.2,1.9,0.125,18,reviewed,us,us
2022-05-14T06:32:54.479Z,-56.1019,-26.4706,35,4.3,mb,14,151,6.019,0.27,us,us6000hmdi,2022-07-24T02:38:24.040Z,"South Sandwich Islands region",earthquake,13.9,2,0.153,12,reviewed,us,us
2022-05-14T05:25:22.310Z,19.4045,-66.3498,50,3.68,md,20,238,0.9446,0.39,pr,pr2022134000,2022-05-14T06:25:03.507Z,"103 km N of Brenas, Puerto Rico",earthquake,2.13,8.57,0.07,8,reviewed,pr,pr
2022-05-14T05:07:22.528Z,-35.7482,-73.5331,10,4.3,mb,35,171,1.035,0.53,us,us6000hl1u,2022-07-24T02:38:23.040Z,"107 km WNW of Quirihue, Chile",earthquake,7,1.9,0.154,12,reviewed,us,us
2022-05-14T05:01:54.354Z,-25.7888,179.8525,486.75,4.4,mb,35,93,3.985,0.89,us,us6000hl20,2022-07-24T02:38:23.040Z,"south of the Fiji Islands",earthquake,14.1,8.1,0.107,25,reviewed,us,us
2022-05-14T04:17:28.675Z,22.5337,143.2011,122.07,4.4,mb,45,81,4.635,1.27,us,us6000hmdh,2022-07-24T02:38:23.040Z,"Volcano Islands, Japan region",earthquake,11.7,6.5,0.079,48,reviewed,us,us
2022-05-14T03:59:53.799Z,-24.7397,16.3144,10,4.4,mb,17,158,2.275,0.57,us,us6000hmdm,2022-07-24T02:38:22.040Z,"68 km W of Maltahöhe, Namibia",earthquake,4.7,1.9,0.269,4,reviewed,us,us
